Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common names (Eng),Red List status,Population trend
187646,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,mesothorax,"Black-belt hogfish, Coral hogfish, Eclipse hogfish, Mesothorax hogfish, Split-level hogfish, Yellow-spotted hogfish",LC,unknown
187661,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,neilli,Bay of Bengal hogfish,LC,unknown
187445,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,neopercularis,,DD,unknown
187378,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,opercularis,"Blackspot hogfish, Candystripe hogfish, Red-striped hogfish",LC,unknown
187804,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,oxycephalus,,DD,unknown
187528,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,paraleucosticticus,Five-striped hogfish,DD,unknown
187781,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,perditio,"Golden-spot hogfish, Goldsaddle hogfish, Goldspot hogfish, Goldspot pigfish, Pigfish",LC,unknown
187571,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,prognathus,,LC,unknown
187570,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,pulchellus,"Cuban hogfish, Hogfish, Spotfin hogfish",LC,unknown
187597,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,rubrisos,,DD,unknown
187672,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,rufus,"Dogfish, Hogfish, Hog snapper, Spanish hogfish",LC,unknown
